,Y,Treatment,X1,Confounder
61,0.02177108643601966,0.0,0.21806775898078057,0.0
62,-10.564014220548618,1.0,-2.3682786974085,0.0
63,-5.65761225729291,1.0,-1.5483503625369321,0.0
64,3.1105826282044067,1.0,0.3390075569659549,0.0
65,-5.968005663221445,1.0,-1.7140055867950315,0.0
66,2.6520133872379343,1.0,0.04272962961364854,0.0
67,-3.7735991683744947,0.0,-0.5982511948126313,0.0
68,-5.409599932535876,1.0,-1.5205071833410007,0.0
69,4.580458199366475,0.0,0.9152866574757073,0.0
70,6.690206111394016,1.0,0.9708562804142832,0.0
71,6.889935113655008,1.0,1.207749475612574,0.0
72,-3.416246886348243,0.0,-0.5161476764755983,0.0
73,8.856541029171668,1.0,1.329218060158456,0.0
74,-1.0858047800592912,0.0,-0.4199578821617961,0.0
75,4.07561861867414,0.0,1.0091632883300765,0.0
76,4.924899944147275,1.0,0.34154367700067756,0.0
77,-3.8777276751862666,0.0,-0.8120750107510633,0.0
78,-2.0335309715800474,0.0,-0.15274227595543288,0.0
79,4.5277411571332955,1.0,0.4408702454823259,0.0
80,-0.40982263063031443,1.0,-0.6591194976470424,0.0
81,5.299208896116721,1.0,0.6069628408972019,0.0
82,15.332854712202575,1.0,2.202745478915019,0.0
83,-3.978377177669769,1.0,-1.2574089701715125,0.0
84,3.9691758587523442,1.0,0.21532236544736977,0.0
85,0.3856554880113059,0.0,0.07492655824710154,0.0
86,-0.36594425332885117,0.0,-0.2692036762661668,0.0
87,-2.8864196929602084,1.0,-0.49816953591368196,0.0
88,6.500078266251809,1.0,1.0715201562582994,0.0
89,1.378976043437182,1.0,-0.05134917406262787,0.0
90,-3.1433118086920007,1.0,-1.1294477419804707,0.0
91,-2.8651428183002174,0.0,-0.6106948065763773,0.0
92,1.409813661524269,0.0,0.06491731757363456,0.0
93,9.652676991150821,0.0,1.8591475848290357,0.0
94,5.430388209015654,1.0,0.6446117283251065,0.0
95,-5.013931402012836,0.0,-0.9737733729375517,0.0
96,10.721125545091294,1.0,1.7114442584825724,0.0
97,-8.362828780572693,0.0,-1.838468252993987,0.0
98,3.8060793581382373,1.0,0.21015588003721253,0.0
99,2.7930940735123073,1.0,-0.017278323409070984,0.0
